Gene1	Gene1Freq	Gene2	Gene2Freq	PercofSamples	Co_Occurrence
ABI3	1.75438596491	APOBEC1	2.19298245614	0.43859649122807015	11.400000000016641
ABI3	1.75438596491	BSX	1.75438596491	0.43859649122807015	14.25000000003705
ABI3	1.75438596491	C16orf54	2.19298245614	0.43859649122807015	11.400000000016641
ABI3	1.75438596491	CA2	3.50877192982	0.43859649122807015	7.125000000018525
ABI3	1.75438596491	CATSPER1	3.0701754386	0.43859649122807015	8.142857142858421
ABI3	1.75438596491	CLIC5	3.50877192982	0.43859649122807015	7.125000000018525
ABI3	1.75438596491	CMKLR1	3.0701754386	0.43859649122807015	8.142857142858421
ABI3	1.75438596491	DIO2	3.50877192982	0.43859649122807015	7.125000000018525
ABI3	1.75438596491	FAM69C	3.0701754386	0.43859649122807015	8.142857142858421
ABI3	1.75438596491	FAM83C	4.82456140351	0.43859649122807015	5.1818181818235995
ABI3	1.75438596491	FCRL5	7.45614035088	0.8771929824561403	6.705882352947369
ABI3	1.75438596491	GAB4	5.26315789474	0.43859649122807015	4.7500000000033245
ABI3	1.75438596491	GABRG1	7.89473684211	0.43859649122807015	3.166666666668883
ABI3	1.75438596491	GPR139	3.94736842105	0.43859649122807015	6.333333333345789
ABI3	1.75438596491	KCNQ2	4.82456140351	0.43859649122807015	5.1818181818235995
ABI3	1.75438596491	KLHL34	3.94736842105	0.43859649122807015	6.333333333345789
ABI3	1.75438596491	LCE5A	1.75438596491	0.43859649122807015	14.25000000003705
ABI3	1.75438596491	LRFN5	10.9649122807	0.43859649122807015	2.2800000000033283
ABI3	1.75438596491	LRP1B	38.1578947368	0.43859649122807015	0.655172413794678
ABI3	1.75438596491	MIA2	4.82456140351	0.43859649122807015	5.1818181818235995
ABI3	1.75438596491	MRGPRX4	3.50877192982	0.43859649122807015	7.125000000018525
ABI3	1.75438596491	MS4A14	5.70175438596	0.43859649122807015	4.384615384624862
ABI3	1.75438596491	MYBPC1	5.70175438596	0.43859649122807015	4.384615384624862
ABI3	1.75438596491	NR1I3	1.75438596491	0.43859649122807015	14.25000000003705
ABI3	1.75438596491	NTNG2	3.50877192982	0.43859649122807015	7.125000000018525
ABI3	1.75438596491	OCM2	1.31578947368	0.43859649122807015	19.0000000000855
ABI3	1.75438596491	OR10K1	3.0701754386	0.43859649122807015	8.142857142858421
ABI3	1.75438596491	OR2G6	6.14035087719	0.43859649122807015	4.071428571435841
ABI3	1.75438596491	OR5M9	4.82456140351	0.43859649122807015	5.1818181818235995
ABI3	1.75438596491	OR8B4	5.26315789474	0.43859649122807015	4.7500000000033245
ABI3	1.75438596491	OR9Q2	3.50877192982	0.43859649122807015	7.125000000018525
ABI3	1.75438596491	PROL1	3.0701754386	0.43859649122807015	8.142857142858421
ABI3	1.75438596491	PRR23C	2.63157894737	0.43859649122807015	9.500000000006649
ABI3	1.75438596491	PTF1A	3.94736842105	0.43859649122807015	6.333333333345789
ABI3	1.75438596491	PTPRH	6.14035087719	0.43859649122807015	4.071428571435841
ABI3	1.75438596491	PYY	0.877192982456	0.43859649122807015	28.50000000004161
ABI3	1.75438596491	RB1	59.2105263158	0.43859649122807015	0.422222222222696
ABI3	1.75438596491	RNGTT	2.19298245614	0.43859649122807015	11.400000000016641
ABI3	1.75438596491	SLC9A4	4.82456140351	0.43859649122807015	5.1818181818235995
ABI3	1.75438596491	TMEM132D	21.9298245614	0.43859649122807015	1.1400000000016641
ABI3	1.75438596491	TP53	86.4035087719	1.7543859649122806	1.1573604060932747
ABI3	1.75438596491	ZNF521	9.21052631579	0.43859649122807015	2.7142857142890873
ACSM5	4.38596491228	AGXT	2.19298245614	0.43859649122807015	4.560000000001458
ACSM5	4.38596491228	ANKRD30B	12.2807017544	1.3157894736842106	2.442857142854742
ACSM5	4.38596491228	ATP1B4	3.0701754386	0.43859649122807015	3.257142857139655
ACSM5	4.38596491228	BEX1	2.19298245614	0.43859649122807015	4.560000000001458
ACSM5	4.38596491228	BSX	1.75438596491	0.43859649122807015	5.700000000008321
ACSM5	4.38596491228	C6orf103	13.5964912281	0.8771929824561403	1.4709677419324925
ACSM5	4.38596491228	CA2	3.50877192982	0.43859649122807015	2.8500000000041603
ACSM5	4.38596491228	CATSPER1	3.0701754386	0.43859649122807015	3.257142857139655
ACSM5	4.38596491228	CD1C	5.26315789474	0.43859649122807015	1.8999999999991637
ACSM5	4.38596491228	CDH7	5.70175438596	0.43859649122807015	1.753846153847945
ACSM5	4.38596491228	CNTNAP5	14.9122807018	0.8771929824561403	1.3411764705843472
ACSM5	4.38596491228	CPXCR1	5.26315789474	0.43859649122807015	1.8999999999991637
ACSM5	4.38596491228	DIO2	3.50877192982	0.43859649122807015	2.8500000000041603
ACSM5	4.38596491228	ESX1	2.63157894737	0.43859649122807015	3.7999999999983274
ACSM5	4.38596491228	FAM47C	8.33333333333	0.8771929824561403	2.4000000000013433
ACSM5	4.38596491228	FAM83C	4.82456140351	0.43859649122807015	2.0727272727270765
ACSM5	4.38596491228	FCRL4	4.82456140351	0.43859649122807015	2.0727272727270765
ACSM5	4.38596491228	FGF23	3.0701754386	0.43859649122807015	3.257142857139655
ACSM5	4.38596491228	GABRB1	5.26315789474	0.43859649122807015	1.8999999999991637
ACSM5	4.38596491228	GCG	3.50877192982	0.43859649122807015	2.8500000000041603
ACSM5	4.38596491228	GPR139	3.94736842105	0.43859649122807015	2.533333333335427
ACSM5	4.38596491228	IFNA6	2.63157894737	0.43859649122807015	3.7999999999983274
ACSM5	4.38596491228	IQSEC3	3.94736842105	0.43859649122807015	2.533333333335427
ACSM5	4.38596491228	JPH2	4.38596491228	1.3157894736842106	6.840000000002188
ACSM5	4.38596491228	KCNQ2	4.82456140351	0.43859649122807015	2.0727272727270765
ACSM5	4.38596491228	KIAA1211	12.2807017544	0.43859649122807015	0.8142857142849137
ACSM5	4.38596491228	KLHL34	3.94736842105	0.43859649122807015	2.533333333335427
ACSM5	4.38596491228	KRTAP2-2	2.19298245614	0.43859649122807015	4.560000000001458
ACSM5	4.38596491228	LCE5A	1.75438596491	0.8771929824561403	11.400000000016641
ACSM5	4.38596491228	LILRB2	6.14035087719	0.43859649122807015	1.62857142857248
ACSM5	4.38596491228	LPPR4	7.01754385965	0.8771929824561403	2.850000000000099
ACSM5	4.38596491228	LRFN5	10.9649122807	0.43859649122807015	0.9120000000002916
ACSM5	4.38596491228	LRP1B	38.1578947368	2.6315789473684212	1.572413793105435
ACSM5	4.38596491228	LRRC7	15.7894736842	0.43859649122807015	0.6333333333338568
ACSM5	4.38596491228	MARCO	3.94736842105	0.43859649122807015	2.533333333335427
ACSM5	4.38596491228	MNDA	4.82456140351	0.43859649122807015	2.0727272727270765
ACSM5	4.38596491228	MYBPC1	5.70175438596	0.43859649122807015	1.753846153847945
ACSM5	4.38596491228	NAV3	24.5614035088	0.43859649122807015	0.40714285714245685
ACSM5	4.38596491228	NLRP14	8.33333333333	0.8771929824561403	2.4000000000013433
ACSM5	4.38596491228	NOS1	8.33333333333	0.8771929824561403	2.4000000000013433
ACSM5	4.38596491228	OR11G2	3.0701754386	0.8771929824561403	6.51428571427931
ACSM5	4.38596491228	OR2G6	6.14035087719	0.43859649122807015	1.62857142857248
ACSM5	4.38596491228	OR4C45	3.50877192982	0.43859649122807015	2.8500000000041603
ACSM5	4.38596491228	OR4N4	3.50877192982	0.43859649122807015	2.8500000000041603
ACSM5	4.38596491228	OR52K1	4.38596491228	0.43859649122807015	2.280000000000729
ACSM5	4.38596491228	OR5J2	4.38596491228	0.43859649122807015	2.280000000000729
ACSM5	4.38596491228	OR5M1	1.75438596491	0.43859649122807015	5.700000000008321
ACSM5	4.38596491228	OR5M11	3.0701754386	0.43859649122807015	3.257142857139655
ACSM5	4.38596491228	OR6B1	3.0701754386	1.3157894736842106	9.771428571418967
ACSM5	4.38596491228	OR8H2	3.50877192982	0.8771929824561403	5.700000000008321
ACSM5	4.38596491228	P2RX6	2.19298245614	0.43859649122807015	4.560000000001458
ACSM5	4.38596491228	PEG3	9.21052631579	0.43859649122807015	1.085714285714397
ACSM5	4.38596491228	PROL1	3.0701754386	0.8771929824561403	6.51428571427931
ACSM5	4.38596491228	PTEN	5.70175438596	0.43859649122807015	1.753846153847945
ACSM5	4.38596491228	PTF1A	3.94736842105	0.8771929824561403	5.066666666670854
ACSM5	4.38596491228	RB1	59.2105263158	3.0701754385964914	1.1822222222222012
ACSM5	4.38596491228	RD3	1.31578947368	0.43859649122807015	7.600000000025535
ACSM5	4.38596491228	RGS13	2.19298245614	0.43859649122807015	4.560000000001458
ACSM5	4.38596491228	RHAG	5.26315789474	0.43859649122807015	1.8999999999991637
ACSM5	4.38596491228	SELP	6.57894736842	0.43859649122807015	1.520000000000486
ACSM5	4.38596491228	SGCZ	5.70175438596	0.8771929824561403	3.50769230769589
ACSM5	4.38596491228	SLC8A3	8.77192982456	0.43859649122807015	1.1400000000003645
ACSM5	4.38596491228	SPHKAP	17.1052631579	2.6315789473684212	3.5076923076917894
ACSM5	4.38596491228	SRMS	2.19298245614	0.8771929824561403	9.120000000002916
ACSM5	4.38596491228	TCF23	1.75438596491	0.43859649122807015	5.700000000008321
ACSM5	4.38596491228	TKTL2	9.21052631579	1.3157894736842106	3.257142857143192
ACSM5	4.38596491228	TMEM132D	21.9298245614	0.8771929824561403	0.9120000000002916
ACSM5	4.38596491228	TP53	86.4035087719	2.6315789473684212	0.6944162436551733
ACSM5	4.38596491228	TPRA1	0.877192982456	0.43859649122807015	11.400000000003645
ACSM5	4.38596491228	UBE2NL	3.50877192982	0.43859649122807015	2.8500000000041603
ACSM5	4.38596491228	UNC93A	3.50877192982	0.8771929824561403	5.700000000008321
ACSM5	4.38596491228	WNT11	2.63157894737	0.43859649122807015	3.7999999999983274
ACSM5	4.38596491228	ZFP36L2	3.0701754386	0.43859649122807015	3.257142857139655
ACSM5	4.38596491228	ZNF521	9.21052631579	0.43859649122807015	1.085714285714397
ACSM5	4.38596491228	ZSCAN10	3.50877192982	0.43859649122807015	2.8500000000041603
AGXT	2.19298245614	ANKRD30B	12.2807017544	0.8771929824561403	3.257142857139655
AGXT	2.19298245614	ATP1B4	3.0701754386	0.43859649122807015	6.51428571427931
AGXT	2.19298245614	B2M	2.63157894737	1.3157894736842106	22.799999999989968
AGXT	2.19298245614	CD1C	5.26315789474	0.43859649122807015	3.7999999999983274
AGXT	2.19298245614	CDH7	5.70175438596	0.8771929824561403	7.01538461539178
AGXT	2.19298245614	CFHR2	3.94736842105	0.43859649122807015	5.066666666670854
AGXT	2.19298245614	CNTNAP5	14.9122807018	0.43859649122807015	1.3411764705843472
AGXT	2.19298245614	CPXCR1	5.26315789474	0.43859649122807015	3.7999999999983274
AGXT	2.19298245614	DCAF8L2	5.70175438596	0.43859649122807015	3.50769230769589
AGXT	2.19298245614	DEFB110	1.31578947368	0.43859649122807015	15.20000000005107
AGXT	2.19298245614	DYNLRB2	0.877192982456	0.43859649122807015	22.80000000000729
AGXT	2.19298245614	ETNK2	1.75438596491	0.43859649122807015	11.400000000016641
AGXT	2.19298245614	FAM47C	8.33333333333	0.8771929824561403	4.800000000002687
AGXT	2.19298245614	FCRL5	7.45614035088	0.43859649122807015	2.6823529411758895
AGXT	2.19298245614	GABRB1	5.26315789474	0.43859649122807015	3.7999999999983274
AGXT	2.19298245614	GAL3ST3	2.63157894737	0.43859649122807015	7.599999999996655
AGXT	2.19298245614	GLB1L2	3.50877192982	0.8771929824561403	11.400000000016641
AGXT	2.19298245614	GPR139	3.94736842105	0.43859649122807015	5.066666666670854
AGXT	2.19298245614	KCNJ12	4.38596491228	0.43859649122807015	4.560000000001458
AGXT	2.19298245614	KLHL34	3.94736842105	0.43859649122807015	5.066666666670854
AGXT	2.19298245614	KRTAP10-11	3.0701754386	0.43859649122807015	6.51428571427931
AGXT	2.19298245614	LCE5A	1.75438596491	0.43859649122807015	11.400000000016641
AGXT	2.19298245614	LPPR4	7.01754385965	0.43859649122807015	2.850000000000099
AGXT	2.19298245614	LRP1B	38.1578947368	1.7543859649122806	2.0965517241405793
AGXT	2.19298245614	LRRC7	15.7894736842	0.43859649122807015	1.2666666666677135
AGXT	2.19298245614	MARCO	3.94736842105	0.43859649122807015	5.066666666670854
AGXT	2.19298245614	MORC1	10.5263157895	0.43859649122807015	1.8999999999955537
AGXT	2.19298245614	MRGPRX4	3.50877192982	0.43859649122807015	5.700000000008321
AGXT	2.19298245614	MYBPC1	5.70175438596	0.43859649122807015	3.50769230769589
AGXT	2.19298245614	NAV3	24.5614035088	0.43859649122807015	0.8142857142849137
AGXT	2.19298245614	NOS1	8.33333333333	0.43859649122807015	2.4000000000013433
AGXT	2.19298245614	NTNG2	3.50877192982	0.43859649122807015	5.700000000008321
AGXT	2.19298245614	OR10J1	5.26315789474	0.43859649122807015	3.7999999999983274
AGXT	2.19298245614	OR10V1	2.19298245614	0.43859649122807015	9.120000000002916
AGXT	2.19298245614	OR2G6	6.14035087719	0.43859649122807015	3.25714285714496
AGXT	2.19298245614	OR2T2	3.50877192982	0.43859649122807015	5.700000000008321
AGXT	2.19298245614	OR4K17	5.26315789474	0.43859649122807015	3.7999999999983274
AGXT	2.19298245614	OR4N4	3.50877192982	0.43859649122807015	5.700000000008321
AGXT	2.19298245614	OR51B5	3.94736842105	0.43859649122807015	5.066666666670854
AGXT	2.19298245614	OR5J2	4.38596491228	0.43859649122807015	4.560000000001458
AGXT	2.19298245614	OR9Q2	3.50877192982	0.8771929824561403	11.400000000016641
AGXT	2.19298245614	PGRMC1	2.19298245614	0.43859649122807015	9.120000000002916
AGXT	2.19298245614	POU3F3	3.50877192982	0.43859649122807015	5.700000000008321
AGXT	2.19298245614	RB1	59.2105263158	2.192982456140351	1.6888888888888587
AGXT	2.19298245614	REG1B	5.70175438596	0.43859649122807015	3.50769230769589
AGXT	2.19298245614	RHAG	5.26315789474	0.43859649122807015	3.7999999999983274
AGXT	2.19298245614	SAMD1	6.57894736842	0.43859649122807015	3.040000000000972
AGXT	2.19298245614	SELP	6.57894736842	0.43859649122807015	3.040000000000972
AGXT	2.19298245614	SH2D1A	1.75438596491	0.43859649122807015	11.400000000016641
AGXT	2.19298245614	SIGLEC12	3.50877192982	0.43859649122807015	5.700000000008321
AGXT	2.19298245614	SLC4A10	7.89473684211	0.43859649122807015	2.5333333333322177
AGXT	2.19298245614	SPHKAP	17.1052631579	0.43859649122807015	1.1692307692305963
AGXT	2.19298245614	TCF23	1.75438596491	0.43859649122807015	11.400000000016641
AGXT	2.19298245614	TCP10L2	3.0701754386	0.43859649122807015	6.51428571427931
AGXT	2.19298245614	TMEM132D	21.9298245614	0.43859649122807015	0.9120000000002916
AGXT	2.19298245614	TNNI2	1.31578947368	0.43859649122807015	15.20000000005107
AGXT	2.19298245614	TP53	86.4035087719	1.7543859649122806	0.9258883248735641
AGXT	2.19298245614	TUBA3C	7.01754385965	0.43859649122807015	2.850000000000099
AGXT	2.19298245614	UBE2NL	3.50877192982	0.43859649122807015	5.700000000008321
AGXT	2.19298245614	UNC93A	3.50877192982	0.8771929824561403	11.400000000016641
AMBN	3.0701754386	ARHGAP36	5.26315789474	0.43859649122807015	2.714285714280983
AMBN	3.0701754386	ATP6V0A4	5.26315789474	0.43859649122807015	2.714285714280983
AMBN	3.0701754386	B2M	2.63157894737	0.43859649122807015	5.428571428561966
AMBN	3.0701754386	C6orf103	13.5964912281	0.43859649122807015	1.0506912442361256
AMBN	3.0701754386	CA2	3.50877192982	0.43859649122807015	4.071428571429211
AMBN	3.0701754386	CDH7	5.70175438596	0.43859649122807015	2.5054945054938003
AMBN	3.0701754386	DCAF8L2	5.70175438596	0.43859649122807015	2.5054945054938003
AMBN	3.0701754386	DIO2	3.50877192982	0.43859649122807015	4.071428571429211
AMBN	3.0701754386	DUSP22	2.19298245614	0.43859649122807015	6.51428571427931
AMBN	3.0701754386	F2	1.75438596491	0.43859649122807015	8.142857142858421
AMBN	3.0701754386	GAB4	5.26315789474	0.8771929824561403	5.428571428561966
AMBN	3.0701754386	GABRG1	7.89473684211	0.43859649122807015	1.8095238095206554
AMBN	3.0701754386	HPR	0.877192982456	0.43859649122807015	16.285714285698276
AMBN	3.0701754386	IQSEC3	3.94736842105	0.43859649122807015	3.619047619045895
AMBN	3.0701754386	KCNQ2	4.82456140351	0.43859649122807015	2.961038961034823
AMBN	3.0701754386	LRFN5	10.9649122807	0.8771929824561403	2.6057142857117244
AMBN	3.0701754386	LRP1B	38.1578947368	1.3157894736842106	1.1231527093595617
AMBN	3.0701754386	LRRC7	15.7894736842	0.43859649122807015	0.9047619047614738
AMBN	3.0701754386	MBLAC1	1.31578947368	0.43859649122807015	10.857142857165192
AMBN	3.0701754386	MRGPRX4	3.50877192982	0.43859649122807015	4.071428571429211
AMBN	3.0701754386	MS4A14	5.70175438596	0.43859649122807015	2.5054945054938003
AMBN	3.0701754386	NAV3	24.5614035088	1.3157894736842106	1.7448979591796852
AMBN	3.0701754386	NOS1	8.33333333333	0.8771929824561403	3.4285714285688815
AMBN	3.0701754386	NPY1R	4.38596491228	0.43859649122807015	3.257142857139655
AMBN	3.0701754386	OR10K1	3.0701754386	0.43859649122807015	4.653061224479159
AMBN	3.0701754386	OR2C3	5.70175438596	0.43859649122807015	2.5054945054938003
AMBN	3.0701754386	OR2G6	6.14035087719	0.43859649122807015	2.3265306122433684
AMBN	3.0701754386	OR51B5	3.94736842105	0.43859649122807015	3.619047619045895
AMBN	3.0701754386	OR9Q2	3.50877192982	0.43859649122807015	4.071428571429211
AMBN	3.0701754386	PGRMC1	2.19298245614	0.43859649122807015	6.51428571427931
AMBN	3.0701754386	POU3F3	3.50877192982	0.43859649122807015	4.071428571429211
AMBN	3.0701754386	PROL1	3.0701754386	0.43859649122807015	4.653061224479159
AMBN	3.0701754386	PRR23C	2.63157894737	0.43859649122807015	5.428571428561966
AMBN	3.0701754386	RB1	59.2105263158	1.7543859649122806	0.9650793650780903
AMBN	3.0701754386	REG1B	5.70175438596	0.43859649122807015	2.5054945054938003
AMBN	3.0701754386	SGCZ	5.70175438596	0.43859649122807015	2.5054945054938003
AMBN	3.0701754386	SLC8A3	8.77192982456	0.43859649122807015	1.6285714285698274
AMBN	3.0701754386	SPHKAP	17.1052631579	0.8771929824561403	1.670329670327247
AMBN	3.0701754386	SRMS	2.19298245614	0.43859649122807015	6.51428571427931
AMBN	3.0701754386	THAP1	1.75438596491	0.43859649122807015	8.142857142858421
AMBN	3.0701754386	TKTL2	9.21052631579	0.8771929824561403	3.1020408163228077
AMBN	3.0701754386	TMEM132D	21.9298245614	0.43859649122807015	0.6514285714279311
AMBN	3.0701754386	TNNI2	1.31578947368	0.43859649122807015	10.857142857165192
AMBN	3.0701754386	TP53	86.4035087719	2.6315789473684212	0.9920232052203836
